Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | M5S | Lega | PD | FI | FdI | LS | PaP | +Eu | NcI | CPI | C! | EV | Az | IV | SI | Art.1 | CI | Italexit | IpF | IC | AVS | NM | UP | ISP | DSP | Other
Tecnè | Agenzia Dire | 2023-03-09 | 2023-03-10 | N | 1000 | N/A | 0.1 | 16.0 | 8.9 | 18.6 | 7.4 | 30.6 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | 4.1
Lab2101 | Affari Italiani | 2023-03-07 | 2023-03-10 | N | 1000 | N/A | 0.1 | 15.9 | 9.2 | 17.5 | 7.1 | 30.1 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7 | N/A | N/A | 3.9 | 0.7 | N/A | N/A | N/A | 2.9
EMG | Rai 3 | 2023-03-09 | 2023-03-09 | N | 1324 | N/A | 0.1 | 16.5 | 9.9 | 17.8 | 8.4 | 27.4 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.2 | 1.5 | 1.3 | N/A | N/A | 1.9
Termometro Politico | N/A | 2023-03-07 | 2023-03-09 | N | 4200 | N/A | 0.1 | 16.8 | 9.3 | 18.0 | 7.2 | 29.2 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4 | N/A | N/A | 2.2 | N/A | 1.3 | N/A | 1.6 | 2.1
Quorum – YouTrend | Sky TG24 | 2023-03-07 | 2023-03-09 | N | 805 | N/A | 0.1 | 16.0 | 8.7 | 18.7 | 5.9 | 28.4 | N/A | N/A | 1.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.3 | 1.5 | N/A | N/A | N/A | 5.5
Index Research | La7 | 2023-03-08 | 2023-03-08 | N | 800 | N/A | 0.1 | 16.0 | 9.0 | 18.9 | 6.1 | 30.0 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9 | N/A | N/A | 3.5 | N/A | N/A | N/A | N/A | 3.8
SWG | La7 | 2023-03-01 | 2023-03-06 | N | 1200 | N/A | 0.1 | 15.7 | 8.8 | 19.0 | 6.6 | 30.7 | N/A | N/A | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7 | N/A | N/A | 3.0 | N/A | 1.8 | N/A | N/A | 2.6
EMG | N/A | 2023-03-02 | 2023-03-02 | N | 1302 | N/A | 0.1 | 16.2 | 9.8 | 18.1 | 8.2 | 27.3 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.4 | 1.5 | 1.4 | N/A | N/A | 2.2
Lab2101 | Affari Italiani | 2023-03-02 | 2023-03-02 | N | 1000 | N/A | 0.1 | 16.1 | 9.6 | 17.3 | 7.2 | 29.7 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5 | N/A | N/A | 4.1 | 0.4 | N/A | N/A | N/A | 3.2
Tecnè | Agenzia Dire | 2023-03-02 | 2023-03-02 | N | 1000 | N/A | 0.1 | 16.5 | 8.8 | 18.0 | 7.5 | 30.7 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7 | N/A | N/A | 2.9 | N/A | N/A | N/A | N/A | 3.9
Quorum – YouTrend | Sky TG24 | 2023-03-02 | 2023-03-02 | N | 804 | N/A | 0.1 | 15.6 | 8.7 | 17.9 | 5.7 | 28.7 | N/A | N/A | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.3 | 1.8 | N/A | N/A | N/A | 6.6
Index Research | La7 | 2023-03-02 | 2023-03-02 | N | 800 | N/A | 0.1 | 16.7 | 8.9 | 17.8 | 6.0 | 30.1 | N/A | N/A | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0 | N/A | N/A | 4.0 | N/A | N/A | N/A | N/A | 4.0
Termometro Politico | N/A | 2023-03-01 | 2023-03-01 | N | 4600 | N/A | 0.1 | 16.7 | 9.2 | 17.9 | 7.1 | 28.9 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.6 | N/A | N/A | 2.0 | N/A | 1.5 | N/A | 1.6 | 2.2
Euromedia | N/A | 2023-02-28 | 2023-02-28 | N | 1000 | N/A | 0.1 | 15.6 | 9.4 | 19.6 | 6.9 | 29.6 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 2.0 | 0.5 | N/A | N/A | N/A | 3.2
Noto Sondaggi | Rai 1 | 2023-02-28 | 2023-02-28 | N | N/A | N/A | 0.5 | 16.5 | 10.0 | 19.5 | 7.5 | 28.5 | N/A | N/A | 1.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5 | 1.5 | N/A | N/A | N/A | 6.0
SWG | La7 | 2023-02-23 | 2023-02-27 | N | 1200 | N/A | 0.1 | 17.0 | 8.7 | 16.4 | 6.4 | 30.7 | N/A | N/A | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.8 | N/A | 1.7 | N/A | N/A | 3.2
Tecnè | Agenzia Dire | 2023-02-23 | 2023-02-24 | N | 1000 | N/A | 0.1 | 16.8 | 9.1 | 17.2 | 7.7 | 31.0 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.6 | N/A | N/A | 3.2 | N/A | N/A | N/A | N/A | 3.7
EMG | Rai 3 | 2023-02-23 | 2023-02-23 | N | 1388 | N/A | 0.1 | 16.6 | 9.4 | 18.6 | 7.8 | 27.7 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.2 | 1.4 | 1.3 | N/A | N/A | 2.0
Termometro Politico | N/A | 2023-02-21 | 2023-02-23 | N | 4300 | N/A | 0.1 | 17.3 | 9.2 | 16.6 | 7.5 | 28.5 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 2.7 | N/A | 1.6 | N/A | 1.7 | 2.1
Ipsos | Corriere della Sera | 2023-02-21 | 2023-02-23 | N | 1000 | N/A | 0.1 | 17.5 | 8.6 | 17.0 | 7.4 | 31.0 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.1 | N/A | N/A | 3.5 | 1.2 | 2.0 | N/A | 0.8 | 0.9
Lab2101 | Affari Italiani | 2023-02-20 | 2023-02-23 | N | 1000 | N/A | 0.1 | 16.9 | 9.5 | 16.2 | 6.9 | 29.5 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.6 | N/A | N/A | 4.3 | 0.6 | N/A | N/A | N/A | 3.8
Index Research | N/A | 2023-02-22 | 2023-02-22 | N | 800 | N/A | 0.1 | 17.1 | 9.2 | 16.3 | 6.0 | 30.5 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.1 | N/A | N/A | 4.0 | N/A | N/A | N/A | N/A | 4.6
Demos & Pi | La Repubblica | 2023-02-20 | 2023-02-22 | N | 1003 | N/A | 0.1 | 17.0 | 8.5 | 17.5 | 7.0 | 30.5 | N/A | N/A | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.3 | N/A | N/A | N/A | N/A | 6.1
Euromedia | Rai 1 | 2023-02-21 | 2023-02-21 | N | 800 | N/A | 0.1 | 16.9 | 9.0 | 17.5 | 7.7 | 29.6 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.1 | N/A | N/A | 3.0 | 0.5 | N/A | N/A | N/A | 3.2
Ixè | N/A | 2023-02-15 | 2023-02-21 | N | 1000 | N/A | 0.1 | 17.2 | 7.6 | 16.9 | 6.7 | 31.1 | N/A | N/A | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8 | N/A | N/A | 4.2 | N/A | N/A | N/A | 0.9 | 4.9
Piepoli | N/A | 2023-02-20 | 2023-02-20 | N | 510 | N/A | 0.5 | 17.0 | 9.5 | 15.0 | 7.0 | 30.5 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.0 | 1.5 | N/A | N/A | N/A | 4.0
SWG | La7 | 2023-02-15 | 2023-02-20 | N | 1200 | N/A | 0.1 | 17.0 | 9.3 | 15.8 | 6.2 | 31.0 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9 | N/A | N/A | 3.4 | N/A | 2.0 | N/A | N/A | 3.2
Tecnè | Agenzia Dire | 2023-02-16 | 2023-02-18 | N | 1000 | N/A | 0.1 | 17.0 | 9.2 | 16.7 | 7.8 | 31.1 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7 | N/A | N/A | 3.1 | N/A | N/A | N/A | N/A | 3.6
Lab2101 | Affari Italiani | 2023-02-14 | 2023-02-16 | N | 4100 | N/A | 0.1 | 17.2 | 9.6 | 15.1 | 6.9 | 29.4 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5 | N/A | N/A | 4.0 | 0.5 | N/A | N/A | N/A | 4.2
Termometro Politico | N/A | 2023-02-14 | 2023-02-16 | N | 4100 | N/A | 0.1 | 17.2 | 8.9 | 16.8 | 7.5 | 28.7 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4 | N/A | N/A | 2.8 | N/A | 1.5 | N/A | 1.6 | 2.2
Index Research | La7 | 2023-02-15 | 2023-02-15 | N | 800 | N/A | 0.1 | 17.5 | 8.7 | 15.4 | 6.3 | 31.0 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.9 | N/A | N/A | N/A | N/A | 4.6
EMG | Rai 3 | 2023-02-13 | 2023-02-14 | N | 1523 | N/A | 0.1 | 17.5 | 8.8 | 18.3 | 7.4 | 27.8 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.5 | 1.5 | 1.3 | N/A | N/A | 2.0
Noto Sondaggi | Rai 1 | 2023-02-13 | 2023-02-13 | N | N/A | N/A | 0.5 | 19.0 | 10.0 | 16.0 | 7.5 | 28.5 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | 1.5 | N/A | N/A | N/A | 5.5
Tecnè | N/A | 2023-02-11 | 2023-02-13 | N | 1000 | N/A | 0.1 | 16.7 | 9.2 | 17.1 | 8.0 | 30.6 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.3 | N/A | N/A | N/A | N/A | 5.2
SWG | La7 | 2023-02-08 | 2023-02-13 | N | 1200 | N/A | 0.1 | 17.7 | 8.9 | 15.1 | 6.1 | 31.0 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.6 | N/A | 1.7 | N/A | N/A | 3.1
Lab2101 | Affari Italiani | 2023-02-09 | 2023-02-09 | N | 1000 | N/A | 0.1 | 17.9 | 9.3 | 16.5 | 6.8 | 28.9 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4 | N/A | N/A | 4.0 | 0.5 | N/A | N/A | N/A | 2.7
SWG | La7 | 2023-02-01 | 2023-02-06 | N | 1200 | N/A | 0.1 | 17.5 | 8.7 | 14.8 | 6.4 | 30.6 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.5 | N/A | 2.0 | N/A | N/A | 3.1
Lab2101 | Affari Italiani | 2023-01-27 | 2023-02-03 | N | 1000 | N/A | 0.1 | 17.8 | 9.5 | 16.6 | 7.0 | 28.5 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4 | N/A | N/A | 3.9 | 0.6 | N/A | N/A | N/A | 2.6
Termometro Politico | N/A | 2023-02-02 | 2023-02-02 | N | 4100 | N/A | 0.1 | 17.9 | 8.6 | 16.5 | 7.0 | 28.5 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 2.9 | N/A | 1.6 | N/A | 1.6 | 2.2
EMG | Rai 3 | 2023-02-02 | 2023-02-02 | N | 1456 | N/A | 0.1 | 17.7 | 8.7 | 17.9 | 7.4 | 27.5 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.4 | 1.3 | 1.5 | N/A | N/A | 2.5
Ixè | N/A | 2023-02-02 | 2023-02-02 | N | 1000 | N/A | 0.1 | 17.9 | 7.8 | 16.7 | 7.5 | 30.1 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.7 | N/A | N/A | 3.8 | 0.5 | N/A | N/A | N/A | 3.2
Index Research | La7 | 2023-02-01 | 2023-02-01 | N | N/A | N/A | 0.1 | 17.7 | 8.5 | 15.2 | 6.6 | 30.7 | N/A | N/A | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 4.0 | N/A | N/A | N/A | N/A | 4.3
EMG | Rai 3 | 2023-01-30 | 2023-01-30 | N | N/A | N/A | 0.1 | 17.9 | 8.6 | 17.7 | 7.2 | 27.5 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.6 | 1.3 | 1.3 | N/A | N/A | 2.4
SWG | La7 | 2023-01-25 | 2023-01-30 | N | 1200 | N/A | 0.1 | 17.8 | 9.0 | 14.2 | 6.8 | 30.4 | N/A | N/A | 3.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0 | N/A | N/A | 3.6 | N/A | 2.0 | N/A | N/A | 2.8
Termometro Politico | N/A | 2023-01-25 | 2023-01-26 | N | 3300 | N/A | 0.1 | 17.6 | 8.4 | 16.6 | 7.4 | 28.6 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 2.8 | N/A | 1.5 | N/A | 1.5 | 2.5
Quorum – YouTrend | Sky TG24 | 2023-01-23 | 2023-01-26 | N | 1602 | N/A | 0.1 | 17.7 | 8.7 | 15.8 | 6.7 | 29.6 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9 | N/A | N/A | 3.5 | 1.5 | 1.3 | N/A | N/A | 3.2
Piepoli | N/A | 2023-01-23 | 2023-01-26 | N | N/A | N/A | 0.5 | 17.5 | 9.0 | 15.0 | 6.5 | 30.0 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.0 | N/A | N/A | 4.0 | 1.5 | N/A | N/A | N/A | 3.0
Lab2101 | Affari Italiani | 2023-01-19 | 2023-01-26 | N | 1000 | N/A | 0.1 | 17.8 | 9.4 | 16.9 | 6.9 | 28.8 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.5 | N/A | N/A | 3.8 | 0.5 | N/A | N/A | N/A | 2.2
Index Research | La7 | 2023-01-25 | 2023-01-25 | N | 800 | N/A | 0.1 | 17.5 | 8.2 | 15.1 | 6.7 | 30.5 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 4.0 | N/A | N/A | N/A | N/A | 4.9
Noto Sondaggi | Rai 1 | 2023-01-25 | 2023-01-25 | N | N/A | N/A | 0.5 | 20.0 | 10.0 | 15.0 | 7.0 | 28.0 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.0 | 1.0 | N/A | N/A | N/A | 5.5
Demopolis | N/A | 2023-01-24 | 2023-01-25 | N | 2000 | N/A | 0.1 | 17.8 | 8.3 | 15.0 | 6.6 | 29.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.2 | N/A | N/A | N/A | N/A | N/A
Euromedia | Rai 1 | 2023-01-24 | 2023-01-24 | N | 800 | N/A | 0.1 | 17.0 | 8.5 | 17.2 | 7.6 | 29.1 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 2.6 | 0.5 | N/A | N/A | N/A | 4.0
Ipsos | Corriere della Sera | 2023-01-19 | 2023-01-23 | N | 1000 | N/A | 0.1 | 18.2 | 8.3 | 16.4 | 6.8 | 30.5 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 4.1 | 1.0 | 1.3 | N/A | 1.3 | 0.8
SWG | La7 | 2023-01-18 | 2023-01-23 | N | 1200 | N/A | 0.1 | 17.4 | 8.5 | 14.0 | 6.6 | 30.8 | N/A | N/A | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.8 | 1.0 | 1.8 | N/A | N/A | 2.5
Lab2101 | Affari Italiani | 2023-01-22 | 2023-01-22 | N | N/A | N/A | 0.1 | 17.9 | 9.4 | 16.3 | 6.6 | 28.2 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7 | N/A | N/A | 3.9 | 1.0 | 0.4 | N/A | N/A | 2.9
Tecnè | Agenzia Dire | 2023-01-19 | 2023-01-20 | N | 1000 | N/A | 0.1 | 17.4 | 9.0 | 15.5 | 7.7 | 31.0 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.9 | N/A | N/A | 3.2 | N/A | N/A | N/A | N/A | 3.9
EMG | Rai 3 | 2023-01-19 | 2023-01-19 | N | 1406 | N/A | 0.1 | 17.6 | 8.8 | 17.4 | 7.0 | 27.8 | N/A | N/A | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.8 | 1.4 | 1.3 | N/A | N/A | 2.1
Termometro Politico | N/A | 2023-01-17 | 2023-01-19 | N | 3800 | N/A | 0.1 | 17.3 | 8.4 | 16.4 | 7.2 | 29.1 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.0 | N/A | 1.6 | N/A | 1.5 | 2.5
BiDiMedia | N/A | 2023-01-16 | 2023-01-18 | N | 1200 | N/A | 0.1 | 17.1 | 8.8 | 16.3 | 6.8 | 29.1 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.6 | 0.9 | 1.4 | N/A | 0.9 | 1.9
Lab2101 | Affari Italiani | 2023-01-13 | 2023-01-18 | N | 1000 | N/A | 0.1 | 18.1 | 9.5 | 16.5 | 6.7 | 28.5 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7 | N/A | N/A | 3.9 | 0.4 | N/A | N/A | N/A | 2.9
SWG | La7 | 2023-01-11 | 2023-01-16 | N | 1200 | N/A | 0.1 | 17.6 | 8.3 | 14.2 | 6.4 | 31.3 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.7 | 1.0 | 1.8 | N/A | N/A | 2.6
Tecnè | Agenzia Dire | 2023-01-12 | 2023-01-13 | N | 1000 | N/A | 0.1 | 17.6 | 9.0 | 15.2 | 7.6 | 31.0 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8 | N/A | N/A | 3.5 | N/A | N/A | N/A | N/A | 4.2
EMG | Rai 3 | 2023-01-12 | 2023-01-12 | N | 1528 | N/A | 0.1 | 17.4 | 9.0 | 17.1 | 7.0 | 28.2 | N/A | N/A | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.5 | 1.4 | 1.4 | N/A | N/A | 2.0
Termometro Politico | N/A | 2023-01-10 | 2023-01-12 | N | 3700 | N/A | 0.1 | 17.5 | 8.6 | 16.3 | 7.1 | 28.8 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.2 | N/A | 1.5 | N/A | 1.4 | 2.7
Lab2101 | Affari Italiani | 2023-01-06 | 2023-01-12 | N | 1000 | N/A | 0.1 | 18.2 | 9.4 | 16.2 | 6.5 | 28.2 | N/A | N/A | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.8 | N/A | N/A | 4.0 | 0.6 | N/A | N/A | N/A | 3.4
Euromedia | N/A | 2023-01-10 | 2023-01-11 | N | 1000 | N/A | 0.1 | 17.5 | 9.0 | 16.7 | 7.0 | 28.2 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.6 | N/A | N/A | 1.9 | 1.0 | N/A | N/A | N/A | 5.3
Piepoli | N/A | 2023-01-10 | 2023-01-10 | N | N/A | N/A | 0.5 | 17.5 | 9.0 | 15.0 | 6.5 | 30.5 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 3.5 | 1.5 | N/A | N/A | N/A | 3.5
SWG | La7 | 2023-01-04 | 2023-01-09 | N | 1200 | N/A | 0.1 | 17.7 | 8.5 | 14.0 | 6.9 | 31.3 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.7 | 1.1 | 1.6 | N/A | N/A | 2.5
Lab2101 | Affari Italiani | 2023-01-02 | 2023-01-05 | N | 1000 | N/A | 0.1 | 18.0 | 9.5 | 16.4 | 6.4 | 29.1 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.7 | N/A | N/A | 3.9 | 0.4 | N/A | N/A | N/A | 3.2
EMG | Rai 3 | 2023-01-04 | 2023-01-04 | N | 1489 | N/A | 0.1 | 17.5 | 9.2 | 16.7 | 7.0 | 28.6 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.5 | 1.4 | 1.5 | N/A | N/A | 2.0
Demopolis | N/A | 2022-12-31 | 2022-12-31 | N | N/A | N/A | 0.1 | 17.8 | 8.3 | 15.5 | 6.7 | 30.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 3.2 | N/A | N/A | N/A | N/A | N/A
Lab2101 | Affari Italiani | 2022-12-27 | 2022-12-31 | N | 1000 | N/A | 0.1 | 18.1 | 9.3 | 16.6 | 6.6 | 29.0 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.6 | N/A | N/A | 4.0 | 0.5 | N/A | N/A | N/A | 2.9
EMG | Rai 3 | 2022-12-29 | 2022-12-29 | N | 1434 | N/A | 0.1 | 17.3 | 9.3 | 16.5 | 7.1 | 28.8 | N/A | N/A | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.3 | 1.5 | 1.8 | N/A | N/A | 2.1
Termometro Politico | N/A | 2022-12-27 | 2022-12-29 | N | 3600 | N/A | 0.1 | 17.7 | 8.4 | 16.3 | 6.8 | 28.7 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.4 | N/A | N/A | 3.3 | N/A | 1.7 | 1.5 | N/A | 2.5
Termometro Politico | N/A | 2022-12-20 | 2022-12-22 | N | 3100 | N/A | 0.1 | 17.6 | 8.5 | 16.4 | 6.9 | 28.7 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.2 | N/A | 1.6 | 1.4 | N/A | 2.7
Ipsos | Corriere della Sera | 2022-12-20 | 2022-12-22 | N | 1000 | N/A | 0.1 | 17.6 | 7.8 | 16.3 | 6.2 | 31.7 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.8 | 1.1 | 1.6 | 1.5 | N/A | 1.1
Ixè | N/A | 2022-12-19 | 2022-12-21 | N | 1000 | N/A | 0.1 | 18.1 | 9.1 | 15.5 | 6.9 | 30.3 | N/A | N/A | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 4.3 | 1.0 | N/A | N/A | N/A | 2.2
Noto Sondaggi | Rai 1 | 2022-12-19 | 2022-12-21 | N | N/A | N/A | 0.5 | 18.5 | 9.5 | 16.0 | 8.5 | 28.5 | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | 1.5 | N/A | N/A | N/A | 5.0
Piepoli | RaiNews24 | 2022-12-20 | 2022-12-20 | N | N/A | N/A | 0.5 | 17.5 | 8.5 | 16.5 | 6.0 | 29.5 | N/A | N/A | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.5 | N/A | N/A | 4.0 | 1.5 | N/A | N/A | N/A | 3.5
EMG | Rai 3 | 2022-12-19 | 2022-12-19 | N | 1358 | N/A | 0.1 | 17.3 | 8.9 | 16.8 | 6.7 | 29.3 | N/A | N/A | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.3 | N/A | N/A | 3.2 | 1.4 | 1.8 | N/A | N/A | 2.5
BiDiMedia | N/A | 2022-12-17 | 2022-12-19 | N | 1112 | N/A | 0.1 | 17.0 | 8.6 | 16.1 | 6.9 | 29.3 | N/A | N/A | 2.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 2.2 | N/A | N/A | 3.7 | 0.8 | 1.5 | 1.0 | N/A | 1.9
